"","number","site","site_type","site_replicate","species_site_replicate","species","species_replicate","micro","organ","year","ring_length_µm","mean_vessel_size_µm2","vessel_density_per_mm2","vessel_area","Kth"
"648","81","P2","P",2,"Fe3","Fe",3,0,"T","2024",209.756,177.564480769231,606.175926462401,0.107635313637104,1.2010064973026
"649","82","P2","P",2,"Ft1","Ft",1,0,"R","2021",667.816964052117,181.650991452991,369.466874230165,0.0671140240129472,0.552451616271932
"650","82","P2","P",2,"Ft1","Ft",1,0,"R","2022",209.972267280624,179.348016666667,613.011691525571,0.10994243106859,0.902024058891388
"651","82","P2","P",2,"Ft1","Ft",1,0,"R","2023",99.1711579718487,177.946595744681,664.749449688186,0.118289901595163,0.954120977017149
"652","82","P2","P",2,"Ft1","Ft",1,0,"R","2024",287.093297054053,225.043148148148,492.274524220979,0.110783008683821,1.18995192023344
"653","82","P2","P",2,"Ft1","Ft",1,0,"T","2021",293.132,116.693533333333,1026.12298117806,0.119741916308201,0.614355515445121
"654","82","P2","P",2,"Ft1","Ft",1,0,"T","2022",166.006,131.479857142857,1059.50037380574,0.139302957790782,0.790210005642449
"655","82","P2","P",2,"Ft1","Ft",1,0,"T","2023",256.487,99.7058936170213,860.810564464783,0.0858278865649337,0.364988214241298
"656","82","P2","P",2,"Ft1","Ft",1,0,"T","2024",339.193,116.702378378378,775.971141853605,0.0905576778073017,0.469050479497734
"657","83","P2","P",2,"Ft2","Ft",2,0,"R","2021",399.956,177.223121212121,466.423786709116,0.0826610792881663,0.673672998596803
"658","83","P2","P",2,"Ft2","Ft",2,0,"R","2022",268.739,183.045268292683,387.300798810574,0.070893578628252,0.658088916894383
"659","83","P2","P",2,"Ft2","Ft",2,0,"R","2023",421.926,115.49580952381,392.931358812369,0.045381925373325,0.238343269133044
"660","83","P2","P",2,"Ft2","Ft",2,0,"R","2024",474.357,165.631268817204,462.739482332425,0.0766441275905359,0.657409689545252
"661","83","P2","P",2,"Ft2","Ft",2,0,"T","2021",126.2,122.324510638298,1020.9609652772,0.124888550458338,0.67915979601766
"662","83","P2","P",2,"Ft2","Ft",2,0,"T","2022",98.613,87.2509444444444,551.448275338597,0.0481143828355526,0.173479198723327
"663","83","P2","P",2,"Ft2","Ft",2,0,"T","2023",184.59,126.236972222222,658.837677904893,0.0831696736446334,0.468179753917129
"664","83","P2","P",2,"Ft2","Ft",2,0,"T","2024",232.865,157.44031372549,671.60681597313,0.105737987806987,0.793446707253586
"665","84","P2","P",2,"Ft3","Ft",3,0,"R","2021",204.402,213.290071428571,322.296920124038,0.0687427331144646,0.734321611845825
"666","84","P2","P",2,"Ft3","Ft",3,0,"R","2022",122.552,220.196,443.357256468203,0.0976254944452725,1.08714887117771
"667","84","P2","P",2,"Ft3","Ft",3,0,"R","2023",110.937,265.710363636364,534.367273238617,0.141986922487605,1.90484675069545
"668","84","P2","P",2,"Ft3","Ft",3,0,"R","2024",50.304,267.867583333333,537.676662930504,0.144026148313925,1.77333737535917
"669","84","P2","P",2,"Ft3","Ft",3,0,"T","2021",101.043,101.887791666667,571.904803947019,0.0582701175177197,0.257822062010504
"670","84","P2","P",2,"Ft3","Ft",3,0,"T","2022",146.524,143.3616,383.462026282407,0.0549737296270879,0.36177295083473
"671","84","P2","P",2,"Ft3","Ft",3,0,"T","2023",110.493,123.694346153846,584.764359674325,0.0723320451239881,0.403802491378203
"672","84","P2","P",2,"Ft3","Ft",3,0,"T","2024",96.922,136.489227272727,546.495392574855,0.0745907338406477,0.466960673334286
"673","85","P3","P",3,"Fe1","Fe",1,0,"R","2021",174.028,179.261433962264,732.273361203498,0.131268372781706,1.31343631881789
"674","85","P3","P",3,"Fe1","Fe",1,0,"R","2022",106.993,186.247038461538,619.535242241163,0.115386604089968,1.0450703719261
"675","85","P3","P",3,"Fe1","Fe",1,0,"R","2023",295.521,167.919534482759,467.772507884025,0.0785481417677179,0.63914019913328
"676","85","P3","P",3,"Fe1","Fe",1,0,"R","2024",185.987,214.178081081081,451.247931564177,0.0966474160742225,1.04292938376023
"677","85","P3","P",3,"Fe1","Fe",1,0,"T","2021",199.072,143.144777777778,855.64597150687,0.122481252447802,0.843459045667916
"678","85","P3","P",3,"Fe1","Fe",1,0,"T","2022",128.937,134.537306451613,791.971258953466,0.106549679966692,0.674797757418647
"679","85","P3","P",3,"Fe1","Fe",1,0,"T","2023",332.423,125.365778947368,1017.10115768172,0.127509678901039,0.835964216369789
"680","85","P3","P",3,"Fe1","Fe",1,0,"T","2024",225.035,183.296545454545,660.838321947577,0.12112938151697,1.26238479182736
"681","86","P3","P",3,"Fe2","Fe",2,0,"R","2021",107.843,195.795736842105,594.389287299282,0.116378888477817,1.09653177686926
"682","86","P3","P",3,"Fe2","Fe",2,0,"R","2022",148.617,158.041607843137,664.820675417819,0.105069328470393,0.778378721945215
"683","86","P3","P",3,"Fe2","Fe",2,0,"R","2023",101.604,187.025518518519,508.129510668649,0.0950331852073652,0.831422445614746
"684","86","P3","P",3,"Fe2","Fe",2,0,"R","2024",272.117,189.789893617021,580.558075965911,0.110184055476073,1.08874258901136
"685","86","P3","P",3,"Fe2","Fe",2,0,"T","2021",113.784,141.600166666667,664.060157955655,0.0940310290432137,0.611348430200372
"686","86","P3","P",3,"Fe2","Fe",2,0,"T","2022",153.437,120.383441176471,676.898088310273,0.0814873211965652,0.473880737226501
"687","86","P3","P",3,"Fe2","Fe",2,0,"T","2023",135.581,138.034333333333,476.929479659636,0.0658326427718314,0.457812221141138
"688","86","P3","P",3,"Fe2","Fe",2,0,"T","2024",266.102,138.733905660377,630.624464224134,0.087488994926797,0.61010715563644
"689","87","P3","P",3,"Fe3","Fe",3,0,"R","2021",139.753,164.40475,967.508845383323,0.159063049848034,1.32049797334993
"690","87","P3","P",3,"Fe3","Fe",3,0,"R","2022",274.797,127.127169312169,1290.31320637528,0.164033865452599,1.08790880343982
"691","87","P3","P",3,"Fe3","Fe",3,0,"R","2023",154.046,154.493256097561,1083.07578028529,0.167327903896681,1.41518419104866
"692","87","P3","P",3,"Fe3","Fe",3,0,"R","2024",277.905,178.226064516129,1031.04009287774,0.183758218111943,1.76221176745674
"693","87","P3","P",3,"Fe3","Fe",3,0,"T","2021",125.687,151.54586440678,1072.49062685131,0.16253151911435,1.22345779422653
"694","87","P3","P",3,"Fe3","Fe",3,0,"T","2022",210.901,110.405896551724,1666.74732523139,0.18401873276736,1.01977795330086
"695","87","P3","P",3,"Fe3","Fe",3,0,"T","2023",205.801,149.416520408163,955.321990581219,0.142740887702046,1.16818695227568
"696","87","P3","P",3,"Fe3","Fe",3,0,"T","2024",218.839,151.98187394958,1126.31343156368,0.17117922598363,1.40844544715822
"697","88","P3","P",3,"Ft1","Ft",1,0,"R","2021",251.77,128.607742857143,530.57158933271,0.0682356145282068,0.404412886521015
"698","88","P3","P",3,"Ft1","Ft",1,0,"R","2022",409.808,133.228907894737,679.200648367892,0.0904891606234515,0.596462229037001
"699","88","P3","P",3,"Ft1","Ft",1,0,"R","2023",106.75,117.621294117647,675.410697006808,0.0794426802428428,0.424992422336643
"700","88","P3","P",3,"Ft1","Ft",1,0,"R","2024",296.741,121.611945454545,641.702668538137,0.0780387099242962,0.422813845731894
"701","88","P3","P",3,"Ft1","Ft",1,0,"T","2021",172.684,116.616387755102,655.680900365195,0.076463138120602,0.414832790011329
"702","88","P3","P",3,"Ft1","Ft",1,0,"T","2022",160.195,103.897146341463,635.40687237558,0.0660169608055772,0.296385573885741
"703","88","P3","P",3,"Ft1","Ft",1,0,"T","2023",279.594,124.818541666667,768.255615488823,0.0958925455525424,0.543179987445385
"704","88","P3","P",3,"Ft1","Ft",1,0,"T","2024",116.551,125.870743589744,838.325133910248,0.105520607975254,1.18681412326654
"705","89","P3","P",3,"Ft2","Ft",2,0,"R","2021",91.589,161.302375,604.917552229458,0.0975746378537982,0.718431155429708
"706","89","P3","P",3,"Ft2","Ft",2,0,"R","2022",167.165,158.99447826087,440.814716350101,0.0700871058357976,0.56719781002758
"707","89","P3","P",3,"Ft2","Ft",2,0,"R","2023",142.681,149.103428571429,613.659349067074,0.0914987129208118,0.672036377237192
"708","89","P3","P",3,"Ft2","Ft",2,0,"R","2024",326.541,154.940305555556,726.414915559041,0.112550948976831,1.01067879818224
"709","89","P3","P",3,"Ft2","Ft",2,0,"T","2021",84.264,94.5749166666667,635.293643225185,0.060082843366885,0.248267028321895
"710","89","P3","P",3,"Ft2","Ft",2,0,"T","2022",140.242,107.120235294118,440.102035387864,0.0471438335841681,0.233690678996112
"711","89","P3","P",3,"Ft2","Ft",2,0,"T","2023",171.271,129.659518518519,543.183162024186,0.0704288672554224,0.444257246184354
"712","89","P3","P",3,"Ft2","Ft",2,0,"T","2024",249.086,145.804928571429,542.028356095987,0.0790304057442642,0.573237950225325
"713","90","P3","P",3,"Ft3","Ft",3,0,"R","2021",259.603,226.285328358209,697.103710183743,0.157744341958654,1.7619696120974
"714","90","P3","P",3,"Ft3","Ft",3,0,"R","2022",277.684,184.570333333333,635.19052896286,0.117237327660851,1.13202134012779
"715","90","P3","P",3,"Ft3","Ft",3,0,"R","2023",152.428,152.774734693878,763.317569793473,0.116615639212373,0.91332108179094
"716","90","P3","P",3,"Ft3","Ft",3,0,"R","2024",269.782,221.825686046512,718.260238380935,0.159328570138782,1.92796598853413
"717","90","P3","P",3,"Ft3","Ft",3,0,"T","2021",595.485845847941,131.855175,190.208027240262,0.0250799127181695,0.30362355428363
"718","90","P3","P",3,"Ft3","Ft",3,0,"T","2022",242.62048035163,120.84984,839.540456195744,0.101458329804783,0.546519058374609
"719","90","P3","P",3,"Ft3","Ft",3,0,"T","2023",228.217780335932,160.939134328358,980.613743517988,0.157819126992276,1.29242600039818
"720","90","P3","P",3,"Ft3","Ft",3,0,"T","2024",205.288054000314,138.4640375,806.53282077982,0.111675790741438,0.72321382567001
