"","id_amap","image_surface_rectified_µm2","mean_vessel_size_µm2","std_dev_vessel_size_µm2","mean_vessel_perim_µm","std_dev_perim_µm","sum_vessel_area_µm2","dh","count_vessel","count_cluster","vessel_grouping","image_surface_rectified_mm2","vessel_density_per_mm2","vessel_density_per_m2","dh_m","vessel_area","Kth"
"111","1939",458096.960684707,182.755354011732,106.375199103672,53.4725589788475,15.6522262319554,53912.829433461,16.4049790978191,295,223,1.32286995515695,0.458096960684707,643.968472436644,643968472.436644,1.6404979097819e-05,0.117688686152553,1.14039965727793
"112","1940",379099.412176132,139.569463620719,81.1187715404194,49.6093891883203,15.780070966575,53594.674030356,14.3343098280016,384,191,2.01047120418848,0.379099412176132,1012.92692013353,1012926920.13353,1.43343098280016e-05,0.141373666930023,1.04562271550308
"113","1941",443147.216137075,128.915953896369,89.1911175150559,54.1731158591475,24.3718609040857,135490.667545084,14.1267496632959,1051,68,15.4558823529412,0.443147216137075,2371.67235114685,2371672351.14685,1.41267496632959e-05,0.305746403477741,2.30947589926088
"114","1942",178406.052984851,129.405315989706,56.1498474125863,47.4370029359608,13.8980853968125,13199.34223095,13.3965072160223,102,78,1.30769230769231,0.178406052984851,571.729480549974,571729480.549974,1.33965072160223e-05,0.0739848340911998,0.45024268238459
"115","1943",190037.617386099,232.445248245329,114.207152518804,60.7992911893816,17.8072149015558,17665.838866645,18.1474478432689,76,58,1.31034482758621,0.190037617386099,399.920821179267,399920821.179267,1.81474478432689e-05,0.0929596945574905,1.06053740375934
"116","1944",514822.809577193,141.155568594773,84.0681036375596,47.8138070599945,16.767505644669,50957.160262713,14.4606035310717,361,278,1.29856115107914,0.514822809577193,701.212132182872,701212132.182872,1.44606035310717e-05,0.0989799972238263,0.749695398416569
"117","1945",321056.859898551,178.974683572561,111.052315349194,64.0762044381792,35.7097917899065,37942.632917383,16.3708650953611,212,134,1.58208955223881,0.321056859898551,660.319172332866,660319172.332866,1.63708650953611e-05,0.11818041492517,1.159658653306
"118","1946",285860.165481715,135.370301258965,56.1378877783705,47.1999492602953,12.820036024452,34384.056519777,13.6578897368187,254,124,2.04838709677419,0.285860165481715,888.546326739768,888546326.739768,1.36578897368187e-05,0.120282783933309,0.755969426605542
"119","1947",399371.004030084,207.691839317062,141.660432591569,69.135264179631,38.2599655833099,69784.458010533,17.8870132660549,336,187,1.79679144385027,0.399371004030084,841.322971896802,841322971.896802,1.78870132660549e-05,0.174735915492944,2.10573546036103
"120","1948",211149.500919997,117.921490798173,48.9373462945397,42.0104535645354,9.07894509415303,14976.029331368,12.7461363625988,127,106,1.19811320754717,0.211149500919997,601.469572254018,601469572.254018,1.27461363625988e-05,0.0709261886299334,0.388166141307339
"121","1949",609783.162006421,173.78068277829,111.353897920201,74.6217631037735,30.9866987247853,68295.808331868,16.2078543853715,393,271,1.45018450184502,0.609783162006421,644.491393804445,644491393.804445,1.62078543853715e-05,0.112000154460068,1.08744919074706
"122","1950",686931.192659659,118.404005193284,40.2738230294773,42.5969736103435,8.59190517995721,77554.623401601,12.6184901838684,655,442,1.48190045248869,0.686931192659659,953.516170177062,953516170.177063,1.26184901838684e-05,0.112900133565525,0.59108152656842
"123","1951",123991.622261832,193.985251773916,93.880287054883,58.301184153662,18.09705476741,13772.952875948,16.5537496146828,71,52,1.36538461538462,0.123991622261832,572.619332700317,572619332.700317,1.65537496146828e-05,0.111079705424482,1.05133538398007
"124","1952",326392.123396568,224.806254807218,133.188301778789,78.7364968917818,24.4086527795101,37093.032043191,18.2327649170959,165,120,1.375,0.326392123396568,505.526905131605,505526905.131605,1.82327649170959e-05,0.11364561024692,1.36597940480569
"125","1953",269111.008447735,268.703700366486,217.961615998605,67.8187274135496,26.8655888499252,59652.22148136,20.9793701453841,222,85,2.61176470588235,0.269111008447735,824.938382418924,824938382.418924,2.09793701453841e-05,0.221663995930309,3.90733852591835
"126","1954",120637.848137477,174.10931224416,70.4061324758636,64.45865921364,15.6325696211752,8705.465612208,15.4526912285725,50,43,1.16279069767442,0.120637848137477,414.463626232961,414463626.232961,1.54526912285725e-05,0.0721619769136415,0.577820141636955
"127","1955",110815.826816306,282.194211232882,179.790083950936,65.8234927770941,24.6663941313883,23986.507954795,20.6228872856504,85,50,1.7,0.110815826816306,767.038449669291,767038449.669291,2.06228872856504e-05,0.216453810289719,3.39238203139977
"128","1956",262164.706746788,109.07820182508,41.3457565182294,60.7994383015467,13.6330780660915,8180.865136881,12.1819786494119,75,60,1.25,0.262164706746788,286.079697495052,286079697.495052,1.21819786494119e-05,0.0312050589814231,0.154045182466788
"129","1957",198325.538256721,211.194446215237,115.248735583831,59.4163443734359,19.6927081563541,32946.333609577,17.4959462851457,156,95,1.64210526315789,0.198325538256721,786.585536947173,786585536.947173,1.74959462851457e-05,0.166122496876473,1.80212723685511
"130","1958",84972.9560104082,217.200392335718,128.026915160021,55.7951743165493,17.3370714334291,15421.227855836,17.9006084215564,71,40,1.775,0.0849729560104082,835.559963234695,835559963.234695,1.79006084215564e-05,0.181483951834594,2.09767662519866
"131","1959",95797.632311036,235.116409710791,121.870713635527,61.3165593336716,18.6171751800434,15752.799450623,18.3480827346511,67,45,1.48888888888889,0.095797632311036,699.390980587748,699390980.587748,1.83480827346511e-05,0.164438296339901,1.938083719865
"132","1960",787359.327704887,187.109077662606,126.247055879585,59.1026236194357,21.5560202164671,85883.066647136,16.9497418737641,459,333,1.37837837837838,0.787359327704887,582.961278096447,582961278.096447,1.69497418737641e-05,0.10907734705764,1.17647258322493
"133","1961",580355.430019185,184.083365706422,99.5871954130415,61.0282037017477,18.0450995572036,60563.427317413,16.3214782467694,329,257,1.28015564202335,0.580355430019185,566.893980795741,566893980.795741,1.63214782467694e-05,0.104355751983592,0.983624992253328
"134","1962",338633.440020441,114.365498967336,53.281317230843,53.198138168084,11.8661473734165,13609.494377113,12.6697149533481,119,97,1.22680412371134,0.338633440020441,351.412429891203,351412429.891203,1.26697149533481e-05,0.0401894578878314,0.221398279938056
"135","1963",107702.722743,204.902443917976,80.0084922109611,67.9054898276219,15.2819364265674,16802.000401274,16.7286351450334,82,48,1.70833333333333,0.107702722743,761.354939890129,761354939.890129,1.67286351450334e-05,0.156003487872511,1.4578705191548
"136","1964",152696.796496258,125.741212245225,67.0582383164008,49.1329004633046,14.1490420669234,18986.923049029,13.4651344541246,151,67,2.25373134328358,0.152696796496258,988.88780553887,988887805.53887,1.34651344541246e-05,0.124343951442978,0.79483969106839
"137","1965",117825.923877771,127.05256274669,38.8261346595385,52.330436783069,9.57681314503371,3684.524319654,12.9963053066121,29,26,1.11538461538462,0.117825923877771,246.125801908277,246125801.908277,1.29963053066121e-05,0.0312709138905307,0.171682690946709
"138","1966",141167.907031464,138.05137483424,55.1775324952672,50.6148214103082,14.8975602891478,20155.500725799,13.7551114980292,146,78,1.87179487179487,0.141167907031464,1034.22940149888,1034229401.49888,1.37551114980292e-05,0.142776790770913,0.905238648095585
"139","1967",80240.5997392529,145.349055926094,64.4317680593929,55.2717436546353,13.8712725556284,12354.669753718,14.2209921637704,85,47,1.80851063829787,0.0802405997392529,1059.31411624805,1059314116.24805,1.42209921637704e-05,0.153970306725838,1.05933688726644
"140","1968",148547.633864167,130.983231315714,51.8374282876929,49.3483193999619,10.9995572321436,13753.23928815,13.3881555888472,105,71,1.47887323943662,0.148547633864167,706.843975017554,706843975.017554,1.33881555888472e-05,0.0925847078838432,0.555259900373898
"141","1969",76507.8866494218,307.15940632825,132.98602595992,70.1890669062143,18.1590494852522,17200.926754382,20.6292894008579,56,35,1.6,0.0765078866494218,731.950684464805,731950684.464805,2.06292894008579e-05,0.224825537701766,3.24122098582582
"142","1970",556456.811809992,144.708798195107,73.219053659718,50.2462585958316,15.4067302309241,56725.848892482,14.3679366519105,392,277,1.41516245487365,0.556456811809992,704.457186398596,704457186.398596,1.43679366519105e-05,0.101941152823647,0.734043790220182
"143","1971",214904.391796102,210.799542613468,134.214726252286,61.1679851909167,25.4894690381955,32884.728647701,17.829423387469,156,108,1.44444444444444,0.214904391796102,725.904197193003,725904197.193003,1.7829423387469e-05,0.153020272749482,1.79356965241229
"144","1972",239383.465646052,216.240816168946,113.379602534108,59.9464247776081,19.4021500423794,32003.640793004,17.6252662863184,148,104,1.42307692307692,0.239383465646052,618.254897432348,618254897.432348,1.76252662863184e-05,0.133691943621219,1.45881446455293
"145","1973",207239.091740141,271.555534297055,188.09535950066,66.2357755467165,27.0268107009675,34487.552855726,20.4953752564282,127,75,1.69333333333333,0.207239091740141,612.818744444443,612818744.444443,2.04953752564282e-05,0.166414321574861,2.6439015850188
"146","1974",219097.08860125,138.642381976937,107.634875054904,77.8117776440544,52.7177837678444,33135.529292488,14.9432945230029,239,82,2.91463414634146,0.21909708860125,1090.84060188026,1090840601.88026,1.49432945230029e-05,0.151236739401835,1.32995352905531
"147","1975",67045.9121054195,222.613672751132,159.227725231048,81.651223153579,38.8189462662331,16918.639129086,18.6468670907695,76,28,2.71428571428571,0.0670459121054195,1133.55158597144,1133551585.97144,1.86468670907695e-05,0.252344081805972,3.35084652815978
"148","1976",405208.142617491,191.353620746881,99.8845300400563,72.8399315710206,25.6198276770443,37122.602424895,16.5735529504786,194,157,1.23566878980892,0.405208142617491,478.766292174766,478766292.174766,1.65735529504786e-05,0.0916136634992008,0.883234030239029
"149","1977",157178.352122632,168.57527006908,71.1312831113195,51.857206319376,13.0247743269214,21071.908758635,15.258479152838,125,85,1.47058823529412,0.157178352122632,795.27491102893,795274911.02893,1.5258479152838e-05,0.134063682905865,1.05402769778682
"150","1978",193764.85447932,180.933839476709,124.767693073982,57.2526768002524,23.8698605343117,18636.185466101,16.7151647594245,103,70,1.47142857142857,0.19376485447932,531.572148503293,531572148.503293,1.67151647594245e-05,0.0961793897875839,1.0145994257948
"151","1979",68100.3152528512,77.5452457574062,18.1817524948649,37.3989864240937,7.2169414527666,2481.447864237,10.066214661926,32,18,1.77777777777778,0.0681003152528512,469.895034717335,469895034.717335,1.0066214661926e-05,0.0364381259473407,0.117965592386208
"152","1980",144219.953742558,121.315702802577,42.6915440142949,44.3722703822019,9.37598178595089,25233.666182936,12.7947512266208,208,63,3.3015873015873,0.144219953742558,1442.2414832506,1442241483.2506,1.27947512266208e-05,0.174966539151578,0.945050714230045
"153","1981",61039.0176230733,123.512762952121,53.4541493323081,45.3285024774091,10.973733796882,8151.84235484,13.082517555744,66,45,1.46666666666667,0.0610390176230733,1081.27559338457,1081275593.38457,1.3082517555744e-05,0.133551336051623,0.774446554672614
"154","1982",425742.582308767,103.055163461877,36.3989509885871,47.2437251870233,10.5713745621864,31019.604202025,11.7954321987796,301,230,1.30869565217391,0.425742582308767,706.999986629718,706999986.629718,1.17954321987796e-05,0.0728599991896705,0.334629779283317
"155","1983",296774.374326933,166.990681589554,90.4520077592807,54.092432317738,16.1581501573685,55440.906287732,15.5474697485793,332,119,2.78991596638655,0.296774374326933,1118.69497072635,1118694970.72635,1.55474697485793e-05,0.1868116356524,1.59823381284945
"156","1984",470620.291134044,141.126775321619,61.882737248808,48.8321136283909,13.3307917022155,96389.587544666,14.0064518652109,683,205,3.33170731707317,0.470620291134044,1451.27614101421,1451276141.01421,1.40064518652109e-05,0.204813921882539,1.36569064656053
"157","1985",826541.178655318,153.071560994971,105.331305458473,60.7973689580903,27.2281299137623,213687.899148979,15.3803185544259,1396,228,6.12280701754386,0.826541178655318,1688.96606249083,1688966062.49083,1.53803185544259e-05,0.258532671653,2.31085125928576
"158","1986",211798.68031822,127.631451587664,50.393874385986,49.1691395698705,16.4894092750323,46330.216926322,13.2167120549868,363,104,3.49038461538462,0.21179868031822,1713.89169873299,1713891698.73299,1.32167120549868e-05,0.218746485373339,1.27869461378423
